Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,Spectral_Flatness,Label
824.2694324001754,781.2677119195175,1593.75,0.0074501988,0
843.2772185115176,782.851635941324,1554.296875,0.007600424,0
836.985831016202,792.0691600099836,1607.514880952381,0.007297299,0
813.6989510219878,818.9197929068922,1672.9910714285713,0.0065912968,0
865.1165220768762,846.6433013408293,1901.171875,0.00731459,0
824.8672623008714,785.973786169989,1624.5888157894738,0.0068226275,0
802.5735396428756,773.6314896173093,1550.390625,0.007047395,0
787.1905261348475,775.4822863897317,1557.6636904761904,0.0064260215,0
836.8636411845813,790.8359870013795,1759.4572368421052,0.006945665,0
690.546818785446,682.8711137539212,1322.1507352941176,0.002973943,0
685.1612221099142,740.5410921616514,1319.633152173913,0.0038073559,0
674.0413734418718,713.2701495360467,1286.9318181818182,0.0032147632,0
697.8818079552244,747.0540056996426,1331.845238095238,0.003121133,0
751.8900047240784,770.9736223119274,1451.953125,0.0049966536,0
705.6766866532174,744.4139835384949,1350.8184523809523,0.0035951787,0
731.8254394469044,767.7090156589607,1422.9910714285713,0.004788992,0
731.844442216132,765.838228070144,1450.9943181818182,0.0050600627,0
727.0930264942248,747.2869011343,1418.8988095238096,0.0042403983,0
685.3461726593736,742.6831150092542,1283.482142857143,0.004601338,0
773.2455373772956,748.4563092295979,1513.75,0.0076285885,0
728.8494996652563,721.5451049039556,1382.8125,0.0039961096,0
721.6986708853555,754.4979603828127,1503.125,0.0030800155,0
672.1405970132269,640.8170105069764,1318.576388888889,0.0029965437,0
786.735152720747,773.9716773618891,1538.2401315789473,0.0052822623,0
658.7459544355261,693.2485769824259,1269.921875,0.0025468455,0
1352.2723586851303,845.6521827469551,2241.796875,0.10718691,0
1303.0973614026068,837.8806306063017,2172.940340909091,0.1351323,0
1143.8434571330893,878.4293659004336,2109.375,0.103892975,0
1089.5998833160538,902.0562206843579,2073.988970588235,0.060231518,0
1087.3860285251658,825.5876769526145,1974.264705882353,0.10499364,0
1181.7469836873186,884.877483459735,2162.0065789473683,0.13275363,0
1173.4515439140253,894.9038504434046,2179.6875,0.14982376,0
1335.595561801964,831.0287558645374,2236.328125,0.11196591,0
1253.692289269937,803.6188756876395,2135.690789473684,0.10979948,0
1182.7038143451323,879.2146254825735,2140.234375,0.134185,0
1223.8921544210411,884.0164158049025,2170.3125,0.1057621,0
1316.2000248103873,877.8569990127235,2218.75,0.1258453,0
1125.4289004404009,916.2885679032726,2201.086956521739,0.08501217,0
1175.8901848284745,845.3328802186032,2053.5714285714284,0.11894534,0
1099.5771993912763,850.5012631399534,2028.90625,0.12641482,0
1175.3552912710895,914.9984694050725,2173.6111111111113,0.09591704,0
1138.5010559742716,876.167196263167,2119.9448529411766,0.10963738,0
1458.2135745025362,1047.6792564842963,2623.4879032258063,0.17269795,0
1040.4940376562315,874.0357886029599,1970.8059210526317,0.085051715,0
1044.6389828962297,848.2711162929363,2003.6764705882354,0.09021386,0
1485.4681506373388,989.1575524664785,2582.7047413793102,0.15434758,0
1097.2936868625338,939.4508157447324,2182.7256944444443,0.07103546,0
1014.6229176281777,851.2345150225643,1969.2095588235295,0.09012392,0
1239.0068632672653,904.5943778996866,2157.5520833333335,0.10639877,0
1108.1893884264261,798.04018709559,1960.9375,0.10746685,0
1113.4473466476802,842.3482889574889,1998.1617647058824,0.112354055,0
1119.47413737465,882.0710161277915,2097.886029411765,0.1025669,0
1125.170204871338,861.4842315732343,2103.4007352941176,0.099807054,0
1225.012829314471,856.8082053987577,2192.7083333333335,0.093711324,0
1062.0159686616641,871.889292616241,2076.8914473684213,0.11155063,0
1431.562856058742,867.0729807223179,2351.5625,0.120805204,0
1119.1297491437904,878.6966163937325,2097.0394736842104,0.114983544,0
1023.3137866622383,828.3319969123753,1883.6348684210527,0.10863185,0
1154.6165959119912,1065.621848055818,2478.987068965517,0.06256898,0
1139.7052978745091,824.7432825756921,2027.34375,0.10411457,0
1085.525680160092,838.9784475704051,2002.6041666666667,0.09715262,0
1099.767179335153,868.2047391535885,2093.75,0.101217024,0
1382.602075850597,959.9904195161305,2438.4375,0.12601323,0
986.1050843519247,843.5555839065632,1934.0277777777778,0.047925986,0
1293.8013780403392,924.6533864421787,2282.8776041666665,0.12491133,0
816.555114790291,770.5074521055569,1726.0416666666667,0.023984445,0
1021.3879164799976,852.6945618182675,1887.109375,0.066738084,0
958.2218962751305,915.680072255495,2069.9013157894738,0.04799524,0
1250.5313247068318,898.0342679034478,2266.6015625,0.13558985,0
1227.5346487741701,904.4372907003979,2214.0625,0.1131654,0
1209.1477171776014,907.24730919423,2183.3881578947367,0.12887488,0
1049.3757229420717,867.8100268893727,2035.3860294117646,0.1167123,0
1081.49840857284,831.0161055220416,2032.6286764705883,0.11366253,0
1277.7851926125288,832.6574501289155,2175.223214285714,0.12537172,0
1495.0039031804858,1124.5268873102343,2838.8935810810813,0.18202539,0
1030.0407432375398,1179.3185624907471,2612.1651785714284,0.018458474,0
1110.591762297104,1210.7294121841956,2679.1666666666665,0.031693112,0
1053.6014752614165,1123.8818431136567,2448.4375,0.02340155,0
1080.2681750907077,1133.71400572792,2474.3923611111113,0.026271842,0
1026.8928091126115,1164.8794897564974,2524.7395833333335,0.026848672,0
1031.1288228189026,1059.5446791013928,2275.5208333333335,0.025837015,0
1024.4191988853422,1106.4600135537614,2352.0833333333335,0.025696743,0
989.7923805761634,1102.1686652090848,2312.9595588235293,0.023959564,0
1113.6136908183946,1152.7333156623413,2511.23046875,0.029934864,0
972.428561113822,1043.5294669498433,2140.625,0.017598161,0
1007.3458598646155,1108.650710896035,2269.097222222222,0.019300273,0
1025.8378083902562,1147.8592316356667,2488.0208333333335,0.024587717,0
1040.7571011056116,1185.1236282760035,2642.578125,0.03082128,0
1071.1934386500145,1114.3282515134704,2365.625,0.032813225,0
1107.5061489803393,1163.2294819080919,2512.20703125,0.029355224,0
1044.2412323905055,1126.8275706562688,2457.9326923076924,0.025622673,0
1043.5655085672806,1136.958035240226,2412.5,0.028642377,0
1049.3199945030694,1162.0722502636122,2515.066964285714,0.023738073,0
1018.1971793904439,1134.2078698792727,2383.9285714285716,0.023662537,0
900.1568736452937,1037.4509761422632,1981.5848214285713,0.01507421,0
1000.8161368943859,1167.2896901720917,2560.4166666666665,0.018911667,0
1071.3776298182472,1196.0497988985385,2706.54296875,0.02563442,0
1078.9965191083231,1225.4248496818796,2783.4821428571427,0.02142775,0
1020.7022649496583,1177.4249949225623,2569.878472222222,0.025949573,0
1042.5126723461317,1167.9540694589366,2506.25,0.02404407,0
1003.1456102980113,1191.128291968835,2643.2291666666665,0.022305256,0
982.2495608739423,1119.6562058135441,2342.4479166666665,0.024836386,0
1133.1005568110584,1254.663226513843,2915.3645833333335,0.028333226,0
1042.1685579159448,1173.3737741033021,2560.546875,0.02093389,0
1080.0781021070432,1226.470308613907,2725.2604166666665,0.023157341,0
1028.6053318824577,1189.1692646100053,2653.409090909091,0.019732429,0
1002.5834297150155,1153.8977451152884,2478.693181818182,0.023762405,0
1019.5166373375839,1151.5318853225263,2534.090909090909,0.023934161,0
1120.8740905077368,1187.9780609505683,2646.7633928571427,0.029532103,0
1012.4265280801137,1152.2943904563067,2450.1953125,0.028921781,0
1196.4107474310886,1257.2972200384886,2880.2083333333335,0.032929186,0
1116.250051782074,1216.089882417681,2707.8125,0.030915398,0
1089.6421761906797,1179.9608073490888,2606.25,0.02625331,0
1028.9148225601537,1188.0485118362737,2670.3125,0.019870551,0
1081.9700177209038,1221.3064058506754,2746.651785714286,0.024365187,0
1008.6799096208183,1175.4048994167258,2607.91015625,0.01821806,0
1051.7153815856789,1203.1373794943866,2721.875,0.019803412,0
1066.363354634249,1220.8947573505936,2827.0833333333335,0.023243453,0
1014.7883217184356,1165.3643683686494,2540.1785714285716,0.017639697,0
1016.6006441992793,1224.806992257312,2861.0491071428573,0.022038471,0
1011.4853465046729,1144.1452712534822,2409.855769230769,0.023257058,0
1045.4715523243592,1178.27393262335,2664.9305555555557,0.02957952,0
982.3483640228382,1115.612234160119,2304.0865384615386,0.02445818,0
1006.7666796759163,1141.7186733936576,2409.375,0.024767693,0
1106.244669367099,1242.7813866641495,2850.09765625,0.023644047,0
1063.3373614288803,1024.0783899732864,2332.9326923076924,0.030066676,0
1087.9768261579875,1023.1057524276727,2367.1875,0.021454908,0
1192.1705108633228,1064.733174698024,2548.1770833333335,0.024025759,0
1058.3152528893745,964.3658022763444,2194.6614583333335,0.020325167,0
1112.798022619231,1028.7080706151621,2308.3333333333335,0.02400007,0
1013.060179291424,942.4296499342835,2167.410714285714,0.030379033,0
1155.9676741315964,1049.9974667179786,2439.630681818182,0.02671504,0
1225.5547703743869,1045.6367431033061,2426.8973214285716,0.044016816,0
1092.9666338092982,1038.0050011083486,2397.879464285714,0.025877226,0
1038.5329830974317,1012.2542085906393,2291.6666666666665,0.017447738,0
1024.3510723510049,969.8218884506387,2186.8990384615386,0.022474162,0
1036.1724966057975,969.8162493613512,2252.0833333333335,0.025889192,0
1216.7671002295785,998.2657090528919,2380.681818181818,0.048590872,0
1026.5658313092115,952.0157194562407,2131.6964285714284,0.017642206,0
913.2606322868205,846.4174512560829,1856.7708333333333,0.022713616,0
899.1223294446336,878.188725168953,1807.2916666666667,0.020294053,0
939.9390650229361,981.7845004261225,2120.535714285714,0.0141777815,0
1016.636328480008,1004.8605338897538,2179.129464285714,0.013695821,0
897.6883844575385,876.4269271653899,1872.9166666666667,0.016959632,0
1081.1285287128985,1024.3881937414365,2251.0416666666665,0.02413527,0
1023.6526645278524,974.9618359704706,2046.4154411764705,0.020282812,0
1079.760500039567,876.5660905429328,1984.375,0.018415974,0
1044.907663445817,903.509202863939,2086.9791666666665,0.026443949,0
1223.6718089325063,1068.975169232503,2552.556818181818,0.03069591,0
1017.5512153638282,841.038188363945,1946.6911764705883,0.020465046,0
940.7133733852529,912.7061261417978,1987.3046875,0.011153679,0
932.7350566120466,863.2128090631554,1936.6319444444443,0.02257348,0
1267.9141780542707,997.1565222613598,2502.130681818182,0.08968813,0
980.7634652268246,942.8272570867766,2067.5551470588234,0.014988808,0
1062.6694241363577,1016.2074172864517,2247.8298611111113,0.024684338,0
1010.2056111172552,1000.5783007958664,2201.0416666666665,0.016928218,0
1158.4141491190796,955.2077296101487,2262.019230769231,0.045821432,0
977.3220051639685,927.188698549883,2036.764705882353,0.011339572,0
855.9150794337102,881.6911612096201,1878.3482142857142,0.015788008,0
948.5651651952957,953.5698312349446,2114.783653846154,0.021897197,0
1006.5087751258995,941.7510028588821,2127.7901785714284,0.018480424,0
969.6198704192919,946.2932029973247,2036.4583333333333,0.01671518,0
1033.1784383604254,897.0607065518138,2104.4921875,0.03106197,0
843.1288387814503,883.4848182536879,1829.326923076923,0.008875305,0
999.0305356342571,993.7700470263918,2198.73046875,0.014574544,0
982.1398100665876,991.3353048353463,2191.706730769231,0.014722286,0
1085.9328642271262,1027.2519413486998,2302.8846153846152,0.022985667,0
945.387535048744,935.6307262846707,2013.2211538461538,0.013877089,0
992.6109882622001,967.3606386316732,2194.6614583333335,0.018402027,0
1008.2446466041787,969.7272196794133,2166.193181818182,0.013576177,0
991.4651148096473,985.0909154656002,2192.3076923076924,0.014405269,0
1042.3304248939596,1028.762507509204,2204.2410714285716,0.01588467,0
976.1832709516899,974.7411409650116,2146.033653846154,0.021769611,0
1060.5503092806675,1000.8853083403461,2277.6988636363635,0.022290243,0
1040.4334301223585,997.2579138908228,2280.6490384615386,0.025134232,0
892.8803933713383,778.5556483856578,1605.1682692307693,0.022844246,0
904.0213613720705,825.0284864033155,1720.8806818181818,0.030547785,0
972.6869316905072,794.5321793546367,1641.2760416666667,0.016312173,0
972.6031038422379,811.7847306970899,1688.1510416666667,0.019650077,0
1033.0359083445624,904.7600841875678,1911.0576923076924,0.029819377,0
968.1839396240314,885.5001055212488,1820.3125,0.020087061,0
1013.8039308619425,853.1573557065615,1776.7857142857142,0.035653174,0
1129.791571993197,939.0793824710934,2070.3125,0.038031466,0
1130.9020443407317,931.7960127886117,2059.2447916666665,0.03729857,0
1041.8717851245221,913.679338657385,1950.7211538461538,0.03227233,0
1057.332698536469,893.571990947895,1911.830357142857,0.035814997,0
1028.0773924154012,898.6894801681934,1919.2708333333333,0.028339362,0
909.27928257442,812.785493230415,1673.1770833333333,0.024604551,0
1003.0053541896955,850.642629499078,1768.465909090909,0.02265024,0
985.0552598582301,863.2309556436951,1860.7954545454545,0.024489235,0
926.6125388982007,801.3838456984267,1669.7443181818182,0.016503455,0
923.7401349641725,795.7732834404082,1678.2670454545455,0.019365547,0
994.4576243332854,854.8985803953365,1793.6197916666667,0.022105947,0
1064.7769979371983,943.7503013302999,2082.331730769231,0.026221335,0
959.925933940195,838.4064725315534,1725.2604166666667,0.016619565,0
994.0610896321073,859.1307887004704,1769.53125,0.014884216,0
1001.4541382803491,893.7810108858919,1887.8348214285713,0.023887902,0
956.6648746754377,854.0232867321712,1744.140625,0.018740043,0
1096.157861110218,912.7970053372118,1945.3125,0.042891745,0
945.025048766918,869.6291408088516,1818.5096153846155,0.02026497,0
948.4861428910688,802.4479918626505,1696.7329545454545,0.016758962,0
1142.3345142436608,890.1980651322037,1939.453125,0.060524076,0
966.8019911670419,922.2232365829151,1923.828125,0.020472875,0
731.5696201379051,758.276540659087,1298.1770833333333,0.00735216,0
742.2824866188149,744.2788088697877,1405.6490384615386,0.011420678,0
791.2792694489359,764.492556584289,1537.5,0.015210849,0
960.2382253134406,858.8112024250455,1805.9895833333333,0.02146112,0
812.191334076057,782.059065297511,1551.0817307692307,0.013668074,0
815.9537720699926,804.0325083048971,1558.59375,0.013984626,0
912.420659519704,819.5231483684107,1683.59375,0.0215095,0
827.3506758995719,800.1259949463422,1618.75,0.014613499,0
841.3762534817056,801.5804021262742,1622.159090909091,0.011417586,0
929.607128098079,874.1861668770902,1880.0223214285713,0.04415238,0
814.8926808456818,774.501702370996,1537.6420454545455,0.009795041,0
907.504110546618,814.8239747209282,1700.78125,0.020042123,0
924.9140985669819,795.6733073471529,1647.7272727272727,0.016475562,0
842.845347211146,757.755906599702,1478.125,0.013401575,0
847.0464075723868,764.5521849766956,1500.0,0.0134547595,0
851.9163684876328,800.5519907865163,1590.1442307692307,0.014216985,0
1038.7961891615848,936.370261520189,2073.3173076923076,0.023160852,0
980.207315951046,860.907159045453,1818.5096153846155,0.027749117,0
1074.2179880073004,865.181615816554,2008.4134615384614,0.038197294,0
1011.0351295108236,865.1851468658041,1935.6971153846155,0.047857795,0
1017.8616643333409,894.1813488019219,1874.2897727272727,0.019931803,0
950.3682745172949,819.6438480075775,1662.7604166666667,0.022354921,0
1027.0217608434527,851.8133157653264,1908.8541666666667,0.013982091,1
997.7811353776074,824.7405227406955,1821.2890625,0.014898527,1
1006.3623771239862,888.5544825141743,1970.3125,0.010918253,1
1089.9972064795766,902.1062832048291,1992.7455357142858,0.013496021,1
1084.5616365393482,888.5683722852178,1988.28125,0.009463292,1
985.7221615275392,836.0828200931696,1778.0330882352941,0.010049089,1
994.0724830753733,859.1421962574797,1809.4951923076924,0.010803921,1
978.8140801566733,813.6055411170679,1664.0625,0.008013713,1
1086.240470616677,891.2820821017863,2067.2743055555557,0.011007026,1
995.3993009106084,850.3614764403397,1757.8125,0.008215977,1
931.7208265947487,807.8298337560364,1665.4411764705883,0.0090222405,1
968.7896014111043,804.6223598905237,1685.05859375,0.012643446,1
968.7766991050526,843.5986174149805,1792.96875,0.012884447,1
1072.8524901304436,968.6903856617224,2342.4479166666665,0.014625776,1
1400.9517058063363,1063.842672005408,2761.71875,0.027208814,1
1113.1417844893729,954.5406588897974,2290.8653846153848,0.016268177,1
1133.4793144307523,927.7520549742386,2173.828125,0.01872897,1
1221.2263038513431,967.1359543065645,2346.5073529411766,0.019057764,1
1322.0493872076677,1016.8885516927966,2564.453125,0.012101707,1
1269.5020169702686,998.7253592608463,2439.797794117647,0.022315174,1
1183.6852250118823,960.6508550207703,2326.8229166666665,0.012045031,1
1379.4574875534272,1043.5929112691,2798.828125,0.02286234,1
1282.191416393166,991.408062059376,2507.8125,0.025745174,1
1020.9689656933581,885.042237344797,1964.6139705882354,0.016289845,1
1465.0654395797883,1078.9043850288456,2853.90625,0.04374475,1
1146.5220525169227,983.9924930279199,2386.0677083333335,0.0246734,1
1502.040873915936,1079.113966731055,2945.3125,0.033338346,1
1263.273277633733,991.4642469906913,2512.8348214285716,0.020284507,1
1299.8376642067376,1009.1247223230957,2545.7589285714284,0.01858429,1
1274.2482719669715,973.4797740575409,2497.159090909091,0.04908539,1
1137.1543605997376,880.1360616484283,2064.3382352941176,0.0209362,1
1111.305867631335,897.7384207306276,2050.78125,0.034150828,1
1257.4768775528594,973.3226364587546,2314.630681818182,0.04395241,1
1375.9894171428427,958.6922254239289,2525.390625,0.03946201,1
1079.2282446807599,881.6305470352743,1965.0735294117646,0.0149709685,1
1236.9135898817883,1001.4435338556978,2546.875,0.043947216,1
1334.734103827074,1018.9602679565718,2625.0,0.04803416,1
1115.7002720218622,925.352027966513,2146.6346153846152,0.027857713,1
1313.951130129375,1048.5355034115228,2672.5260416666665,0.03803182,1
1316.963068235658,1012.9168233488234,2537.3883928571427,0.036856744,1
1248.1042422945575,954.8872654234328,2417.6136363636365,0.03507959,1
1273.8402954775795,959.9575557841508,2465.909090909091,0.033641912,1
1194.3064540894234,962.8939136976029,2360.576923076923,0.025891973,1
1238.9064686479885,938.6484792758479,2335.2864583333335,0.021770945,1
1145.2180616788,929.3179429659217,2192.1875,0.012182101,1
1144.841591545741,915.0660542098751,2222.265625,0.040245038,1
1030.8229368085456,874.2546231276275,1899.4791666666667,0.014331283,1
1154.556300892634,902.4351973708161,2136.160714285714,0.04650671,1
1110.089655436901,916.3966318948849,2165.4411764705883,0.0355716,1
969.243908642438,871.6771690507561,1811.4583333333333,0.01400426,1
648.7892937370601,613.2924629475294,1095.1286764705883,0.006088403,1
692.8412203134556,665.347244013071,1118.5661764705883,0.006760929,1
675.4047368759265,691.1688129367725,1165.296052631579,0.009916603,1
787.8614060122583,765.098485120494,1333.984375,0.011137204,1
757.9893483166676,713.6501841604519,1248.4375,0.012458744,1
729.6347343541165,745.129777558765,1296.3541666666667,0.005622962,1
893.6835418781269,793.8100780127475,1596.590909090909,0.067023925,1
722.5619834330321,716.1200437135286,1217.7083333333333,0.0060076574,1
638.4017569143555,668.4729221891744,1008.30078125,0.004364342,1
763.6008931273831,731.1207677432516,1259.486607142857,0.01025183,1
659.8323426417835,659.8265629981561,987.5,0.0046521146,1
691.3967086550003,703.3323076747002,1172.36328125,0.0046900623,1
666.2613565539993,624.5771655142249,1064.5833333333333,0.006282965,1
752.6872402435575,737.9343652645745,1262.5,0.008685895,1
766.2566451447183,748.2752917132036,1267.08984375,0.010277592,1
637.7443596519175,640.6600323886985,1000.5580357142857,0.0036943431,1
670.5476311977416,687.8960861056676,1014.0625,0.00507163,1
663.0372848034111,671.1154058578938,1031.25,0.0055662906,1
740.4993624417496,754.9442559787242,1345.486111111111,0.0074617183,1
672.0718884179541,677.8279624223616,1013.3272058823529,0.0041668136,1
658.6234016182736,664.618075462869,1125.0,0.003468985,1
639.4964413488584,639.276912954237,1030.7291666666667,0.0027356697,1
632.8297845744062,640.6534239501183,986.4583333333334,0.0028368805,1
692.4941963711551,657.7283189877526,1200.1953125,0.006216162,1
592.0517674740433,598.778765263612,863.76953125,0.002318683,1
676.4303530188768,698.2467690531311,1018.8419117647059,0.00434409,1
598.4659145162498,608.7878467530795,907.6286764705883,0.002384143,1
636.3496738416468,685.7091036136144,951.5625,0.0054536304,1
679.3375440402497,671.8792433521326,1046.875,0.0054935697,1
656.3437132490455,645.7157401155481,1006.8359375,0.004526697,1
647.650925264597,603.0500743793262,1005.0223214285714,0.0040193186,1
720.2632231529785,698.515177231687,1146.205357142857,0.007033874,1
750.9133381117092,814.3416021249209,1343.26171875,0.009325196,1
804.8267609313364,903.9567777126587,1684.0277777777778,0.009724334,1
722.6560930366657,676.2609552446937,1258.7316176470588,0.008903794,1
788.1941567450268,868.7184769402623,1668.9967105263158,0.0081159575,1
771.5081602296906,862.4160050205846,1610.15625,0.008096161,1
747.2393890098425,833.3343146297535,1551.5625,0.006711729,1
756.2377554928473,856.3645964466626,1504.7743055555557,0.0056549027,1
789.1243479274317,866.719370005384,1596.6282894736842,0.0063437857,1
777.2583635777333,884.7280313718189,1654.1940789473683,0.005830999,1
756.9481084729505,836.6538349545094,1431.0661764705883,0.006126848,1
817.4944862092157,887.8975445030136,1750.4340277777778,0.007784852,1
765.7731524185996,877.5348016533079,1579.358552631579,0.0068935845,1
767.2539090350199,846.7779022956186,1502.44140625,0.007634175,1
738.6331444720845,715.5767336432265,1324.21875,0.0083243195,1
738.6466522852329,739.1749152256172,1288.0859375,0.0061453595,1
699.8343007663793,725.4235224111874,1179.2534722222222,0.007066714,1
729.56007345382,726.0098736959867,1188.96484375,0.008145922,1
758.7197703509732,762.1906393094799,1312.5,0.010508212,1
1134.0483854020395,901.8194647369569,2107.421875,0.07922869,1
1017.525221444955,859.4391659302115,1947.1153846153845,0.041538768,1
994.6765235870434,868.1492533947618,1970.0520833333333,0.056394875,1
1090.9119271627706,881.3406312778048,2031.25,0.06935463,1
1055.0989718893904,901.2027693113921,2015.625,0.07576759,1
1093.028120127876,1105.7617674506312,2542.7083333333335,0.06482389,1
1100.703152534358,831.9879703681089,1995.3125,0.05722295,1
945.8714425874437,863.8856418934213,1926.0817307692307,0.058473095,1
1372.655020753776,1105.8910149494056,2696.4285714285716,0.1411575,1
1178.2368000213348,856.9198866083119,2033.482142857143,0.077236295,1
1459.4427417373602,918.6911206994974,2430.0,0.09940959,1
1006.239040834142,858.7807271125073,1878.90625,0.05531808,1
1124.0253929005305,895.4812305244042,2064.3028846153848,0.07956939,1
954.52578855186,833.9628359388721,1850.2604166666667,0.05434144,1
1190.525183786001,1005.5390808551393,2352.627840909091,0.09743938,1
1107.4124080779677,856.5192010619711,1932.4776785714287,0.047297895,1
1163.7947509932987,871.0063881745126,2050.78125,0.069758885,1
1177.8396445462565,890.9209019681963,2107.03125,0.08053114,1
958.5232182790401,879.7503659039764,1809.4951923076924,0.062408984,1
1092.4368413401833,855.9220537805703,1984.9330357142858,0.042869158,1
748.6013549639586,726.5230789124354,1378.90625,0.016566768,1
999.0623883816569,831.9186883084275,1840.909090909091,0.042740777,1
1160.3864161941465,843.4241373135192,2083.7053571428573,0.07906524,1
1580.9291395759947,1138.4492109594717,2881.310096153846,0.18210459,1
1090.8855397590144,881.3094396938084,2077.6654411764707,0.07493395,1
1063.5338924394173,877.0679918476086,1959.8958333333333,0.08806589,1
1200.2770863929527,990.3442986746079,2348.0113636363635,0.11935014,1
1537.961293184272,1043.4932844970222,2729.98046875,0.17051065,1
